File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
3698cf6b-4a85-45ba-8e8a-ab9f1bce916b	TCGA-DU-5871-01A-01-BS1.af054575-5ef8-43ac-9788-651e63463b60.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-5871	TCGA-DU-5871-01A	Primary Tumor
05a0951c-5c9f-4236-ac8f-d04e022b170d	TCGA-HT-A616-01A-01-TSA.E7ED973A-CBBB-4EFE-8D89-46FFCA4E0F62.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-A616	TCGA-HT-A616-01A	Primary Tumor
ff4a69a8-9685-4f95-a429-02cbe7c50287	TCGA-DU-A7TD-01A-01-TS1.021AF7FB-B3EA-4722-86FB-47E3D11F82AB.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-A7TD	TCGA-DU-A7TD-01A	Primary Tumor
4ceab4e0-3a17-4580-9ff6-67365542aad6	TCGA-S9-A6TY-01A-01-TSA.85853FC0-8980-46F8-AF0F-DA2A39E3E168.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-S9-A6TY	TCGA-S9-A6TY-01A	Primary Tumor
20cc79cf-02d0-47e4-828b-7ed3e24ce80b	TCGA-DH-5143-01A-01-BS1.b14e1fab-6e83-4e2d-b876-55899b982983.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DH-5143	TCGA-DH-5143-01A	Primary Tumor
3b4e90fd-ba34-4b67-98ae-39e7d3ddcbe3	TCGA-FG-8186-01A-01-BS1.2f5dcc53-eba5-4e91-aad8-786803cdb5e5.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-FG-8186	TCGA-FG-8186-01A	Primary Tumor
1880b00d-9d00-424c-bb41-255017909822	TCGA-HT-8013-01A-01-TS1.b011c72b-c301-40cd-8ea7-f2e913b624aa.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-8013	TCGA-HT-8013-01A	Primary Tumor
c7e0af06-c313-4adf-8af5-ca2af8e26530	TCGA-P5-A733-01A-01-TSA.C929D386-3FD5-47E4-9D15-7F52F1ACE9CD.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-P5-A733	TCGA-P5-A733-01A	Primary Tumor
08076701-a4ee-4467-91f4-b0cf73028abb	TCGA-DU-A5TS-01A-01-TSA.8AF2BEC7-5AE4-40A5-B9FD-C96E17E13305.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-A5TS	TCGA-DU-A5TS-01A	Primary Tumor
005034a0-6ff8-443d-b31b-c7e28312dd82	TCGA-DU-6397-01A-01-TS1.31e27da5-8a25-4fed-bb1f-0e429c7b02fb.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-6397	TCGA-DU-6397-01A	Primary Tumor
d5f8755f-d2f4-42b2-a213-8d7ea6e8baaa	TCGA-HT-7692-01A-01-BS1.de3b2126-b071-4a45-bb92-d52b3405b886.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7692	TCGA-HT-7692-01A	Primary Tumor
dad17992-2584-426b-ab54-d6e09aba6f2f	TCGA-S9-A7J0-01A-01-TSA.D739BD14-087E-4EEA-ABFC-05EB2A4AC6D9.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-S9-A7J0	TCGA-S9-A7J0-01A	Primary Tumor
9bfa2f78-4da5-4fd0-bdcd-f2c01c4ba24f	TCGA-HT-7468-01A-01-BS1.6fa8ed8c-7c72-4274-b634-6e5bbaec1908.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7468	TCGA-HT-7468-01A	Primary Tumor
7b7bd411-5b99-431b-9c47-cf6424e42b12	TCGA-HT-7468-01A-01-TS1.9ad11d69-85f3-4f4d-8e23-3e737eecce38.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7468	TCGA-HT-7468-01A	Primary Tumor
a67ea9ae-ff25-4022-894a-5cd7ba92334e	TCGA-DU-A7TA-01A-01-TS1.F791F2E9-64DD-471D-B217-30A340329BFA.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-A7TA	TCGA-DU-A7TA-01A	Primary Tumor
866e0af3-088e-46b9-ba5f-5f01f0b0bfd4	TCGA-P5-A5EW-01A-01-TSA.8344A8AE-7816-4842-B450-0762C2E32157.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-P5-A5EW	TCGA-P5-A5EW-01A	Primary Tumor
c1d89c67-8196-4851-afc2-5180fd621799	TCGA-DU-7015-01A-01-TS1.159cc1fc-10af-4306-8a58-b5df137dea87.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-7015	TCGA-DU-7015-01A	Primary Tumor
9ecf91d4-0d9e-4400-bf38-99420acd14cc	TCGA-HT-8564-01A-01-BS1.1f03b371-88c5-4335-ae8e-3238613f88f9.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-8564	TCGA-HT-8564-01A	Primary Tumor
60245a25-2608-4367-ba68-d00c5ee8b95d	TCGA-TM-A84B-01A-01-TS1.EDB1F9C9-5F8F-4C31-90FA-7DEA9F0EB833.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-TM-A84B	TCGA-TM-A84B-01A	Primary Tumor
1ef222e2-f8e5-48da-ba64-d2c964e85a42	TCGA-HT-7681-01A-01-TS1.6779ab47-704a-4eae-b4d0-9c251b096a57.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7681	TCGA-HT-7681-01A	Primary Tumor
ee7682cc-4c09-4d3c-a512-0537c64aebe4	TCGA-HT-7680-01A-01-BS1.69c98861-341f-45c4-926d-97642896f39b.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7680	TCGA-HT-7680-01A	Primary Tumor
212af232-ca0f-4ac3-9e78-462944820a70	TCGA-DH-A7US-01A-01-TSA.FADFC066-13FC-4E83-B260-F43653E796E2.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DH-A7US	TCGA-DH-A7US-01A	Primary Tumor
43424ab5-ac22-418c-95c4-93706b66b90b	TCGA-TQ-A7RI-01A-01-TS1.F27E90DE-7420-44B0-A60E-AC8A81514FB3.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-TQ-A7RI	TCGA-TQ-A7RI-01A	Primary Tumor
