id	filename	md5	size	state
03cd48d5-e8c6-4b7b-8782-5694d54bf007	TCGA-LGG.57417012-cde0-4ebc-9ac8-e6268208cda0.absolute_liftover.gene_level_copy_number.v36.tsv	d7bb19b88e9f380e30be418c89ed0425	3436805	released
4c8d70bb-e921-4e8f-8fc2-7c5e6b70484f	TCGA-LGG.0b3271ef-9f8b-4231-81d0-ddb9ec432367.absolute_liftover.gene_level_copy_number.v36.tsv	d0284509043f5c92d2e8a0fe16799b49	3437126	released
36ca5093-c242-4e49-aca7-925a0916de3d	TCGA-LGG.680d2dbf-4fc2-444c-a72a-9b12ae15d036.absolute_liftover.gene_level_copy_number.v36.tsv	36fa966bebf1f3c7b1ce90b8693491a6	3437075	released
991ebf51-576b-483f-8d11-4f289dc0719c	TCGA-LGG.849e0626-b7cc-4ae9-bbba-711ff5451cf8.absolute_liftover.gene_level_copy_number.v36.tsv	793f9403a0fad6d069d389e425722c60	3436832	released
5127c93f-ae06-41f7-af83-ddaed4c71245	TCGA-LGG.10521ef9-eddc-4dc3-9738-19f2b0f9371a.absolute_liftover.gene_level_copy_number.v36.tsv	68a24aa69ed0f6a10fa714a16ec0ae76	3437351	released
443a2048-93ba-4b28-8e95-e2881c5fe54d	TCGA-LGG.c9d56ea5-03e5-4b9f-a76b-e50c193e29a2.absolute_liftover.gene_level_copy_number.v36.tsv	0b88fd92d3860bdd9faf83e0aa64afa7	3437531	released
cdf3039d-778d-4f16-b8e9-47214253b428	TCGA-LGG.25667841-01f3-4502-8b60-ee06c7894b5a.absolute_liftover.gene_level_copy_number.v36.tsv	75886fbe5973841ad054cf6e5867938e	3433157	released
93177155-a521-4d85-9bc8-f357f206815c	TCGA-LGG.0be271b0-0c94-4bdf-a164-b799d14a7421.absolute_liftover.gene_level_copy_number.v36.tsv	ac06f17904150679c73ec870eb5cb092	3433262	released
f0ac1ad1-bdc4-47fb-a6b8-f28d6a7e3871	TCGA-LGG.cdb0823c-6193-4fa4-8c99-b3b065f419f0.absolute_liftover.gene_level_copy_number.v36.tsv	7fe4577ccaa85181b24736215bef185e	3437309	released
b3ec5047-6f99-447b-baa8-bac1b6dcb60f	TCGA-LGG.e814b3e0-54ea-4a1d-8642-4cfb8d54b84d.absolute_liftover.gene_level_copy_number.v36.tsv	55111b2bc1c5d264e208a16f6ced13db	3437492	released
